time[ms],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[RH],accCalX[mg],accCalY[mg],accCalZ[mg],accBiasX[mg],accBiasY[mg],accBiasZ[mg],accGood,accGainX,accGainY,accGainZ,ElapsedTime[us],
45279280,-6,-31,1042,560,-3500,1540,1476,-66,-499,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279300,-5,-31,1043,630,-3570,1540,1473,-72,-498,998.68,20.6,71.4,,,,,,,,        ,        ,        ,1,
45279320,-6,-31,1042,630,-3570,1540,1497,-70,-495,998.69,20.7,71.4,,,,,,,,        ,        ,        ,1,
45279330,-6,-31,1042,630,-3570,1540,1485,-66,-492,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279350,-4,-29,1038,210,-1890,1960,1497,-69,-487,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279370,54,53,960,-3710,21490,12810,1479,-66,-478,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279390,-26,70,1127,420,-70,30590,1488,-51,-468,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279410,-25,-147,1043,630,-3010,22540,1488,-40,-477,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279430,-68,-92,1077,1470,-12880,8190,1489,-39,-484,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279450,-32,-61,1023,1680,-8820,3850,1488,-36,-484,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279470,-60,-102,1074,2870,-16660,-420,1479,-43,-484,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279480,14,-68,1005,1120,-6790,-9660,1483,-45,-487,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279500,-22,-14,1084,560,-4480,-2380,1474,-40,-486,998.81,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279520,-30,-35,1027,770,-3780,3710,1479,-45,-487,998.81,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279540,-2,-33,1046,630,-3500,1610,1483,-46,-495,998.75,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279560,-4,-30,1041,630,-3570,1540,1486,-42,-496,998.75,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279580,-7,-32,1043,560,-3570,1540,1482,-45,-492,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279600,-5,-29,1042,630,-3500,1540,1483,-46,-493,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279620,-7,-32,1043,630,-3500,1610,1483,-45,-489,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279640,-5,-30,1041,560,-3570,1540,1476,-45,-490,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279660,-6,-32,1043,630,-3500,1540,1479,-49,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279670,-4,-30,1041,630,-3500,1610,1486,-45,-487,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279690,-6,-32,1042,560,-3500,1540,1482,-46,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279710,-4,-31,1042,560,-3570,1540,1482,-54,-489,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279730,-5,-31,1043,560,-3570,1610,1486,-45,-498,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279750,-5,-30,1042,630,-3570,1540,1473,-46,-487,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279770,-5,-31,1042,630,-3500,1540,1477,-51,-498,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279790,-5,-31,1042,630,-3500,1540,1479,-42,-496,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279800,-7,-31,1043,560,-3850,0,1485,-46,-499,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279820,-7,-21,1037,140,-2730,-3220,1497,-49,-499,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279840,-8,-31,1044,630,-3640,630,1479,-45,-492,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279860,0,-42,1045,490,-3500,1680,1483,-45,-498,998.70,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279880,-3,-29,1040,560,-3220,2240,1486,-45,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279900,0,-19,1044,630,-3430,5180,1488,-49,-502,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279920,-15,-45,1043,560,-3850,2800,1483,-46,-487,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279940,-5,-31,1044,560,-3570,1680,1480,-45,-493,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279960,-7,-33,1042,560,-3500,1470,1485,-46,-490,998.58,20.7,71.2,,,,,,,,        ,        ,        ,1,
45279980,-7,-32,1043,560,-3780,1190,1483,-48,-493,998.58,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280000,-7,-28,1042,630,-3710,1470,1480,-49,-495,998.64,20.7,71.2,,,,,,,,        ,        ,        ,663,
45280010,-15,-20,1042,700,-3780,2940,1482,-43,-490,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280030,-12,-33,1044,700,-3920,5880,1476,-48,-492,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280050,3,-46,1040,630,-3780,1260,1488,-31,-493,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280070,-5,-43,1040,490,-3640,-2100,1482,-46,-487,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280090,1,-20,1042,420,-3360,-2310,1488,-57,-501,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280110,-6,-23,1042,560,-3430,1890,1479,-48,-504,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280130,-12,-26,1045,700,-3570,3920,1480,-45,-504,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280140,0,-40,1042,700,-3780,3080,1480,-46,-489,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280160,-3,-35,1042,560,-3500,1330,1483,-43,-495,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280180,-4,-31,1042,490,-3360,1330,1483,-45,-504,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280200,-5,-25,1043,630,-3500,2310,1473,-48,-504,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280220,-6,-30,1042,700,-3710,2660,1476,-37,-484,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280240,-6,-37,1045,770,-3990,1680,1480,-43,-489,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280260,-20,-18,1040,630,-3780,4830,1488,-54,-504,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280280,7,-39,1042,630,-3500,2240,1482,-37,-495,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280300,-4,-35,1042,630,-3430,1820,1479,-40,-499,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280320,-3,-31,1041,630,-3360,1960,1479,-46,-493,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280330,-5,-30,1043,560,-3500,2310,1482,-48,-493,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280350,-8,-36,1042,560,-3500,1470,1479,-49,-493,998.64,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280370,-5,-29,1043,630,-3500,1470,1482,-42,-496,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280390,-5,-34,1042,420,-3430,560,1483,-34,-502,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280410,1,-55,1041,490,-3500,-2240,1485,-36,-490,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280430,-2,-34,1045,630,-3570,-6510,1479,-42,-502,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280450,-10,-63,1039,560,-3780,-11900,1482,-57,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280470,-1,-19,1036,280,-3780,-13930,1489,-55,-493,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280480,-3,-27,1045,560,-3640,-11760,1488,-69,-489,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280500,-7,-16,1051,770,-3430,-5600,1488,-70,-493,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280520,11,-73,1043,280,-3360,-8680,1482,-85,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280540,-12,-145,1048,-210,-2310,-29050,1503,-94,-495,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280560,19,-32,1036,630,-3990,-38850,1488,-111,-507,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280580,0,11,1048,210,-3570,-31990,1485,-136,-492,998.67,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280600,-18,-14,1024,70,-3220,-23590,1488,-141,-492,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280620,-6,23,1050,70,-3080,-15470,1488,-160,-499,998.66,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280640,-42,-71,1042,350,-3220,-20300,1491,-171,-490,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280660,-14,-80,1043,70,-3150,-30660,1488,-184,-492,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280670,18,-9,1048,-210,-3710,-32970,1479,-192,-499,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280690,20,-16,1053,140,-3360,-33950,1485,-216,-505,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280710,-10,-4,1014,0,-3220,-29540,1473,-240,-499,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280730,-20,-20,1046,-140,-3290,-28980,1482,-250,-501,998.61,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280750,-55,-62,1051,560,-3360,-31360,1473,-274,-498,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280770,4,-92,1054,-420,-3290,-41230,1477,-294,-493,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280790,8,-43,1048,210,-3990,-47600,1479,-313,-507,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280810,-2,-44,1001,140,-3220,-56490,1477,-333,-507,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280820,0,17,1048,0,-2940,-56140,1462,-367,-507,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280840,-50,-2,1080,-140,-2590,-48090,1462,-385,-507,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280860,-49,-2,1043,210,-3640,-38220,1459,-418,-507,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280880,-24,-55,1021,-140,-2940,-38220,1446,-430,-507,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280900,-17,-63,1096,-70,-3080,-44240,1438,-450,-504,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280920,12,-38,993,-420,-3010,-48090,1429,-480,-508,998.72,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280940,27,-46,1070,-70,-2590,-51310,1423,-493,-508,998.72,20.7,71.2,,,,,,,,        ,        ,        ,663,
45280960,44,-48,1065,-490,-3220,-56140,1416,-528,-516,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45280980,-4,-16,1029,-70,-2380,-62790,1413,-558,-508,998.68,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281000,-17,-48,986,70,-3920,-61600,1402,-582,-510,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281010,-37,-42,1049,-280,-3220,-57540,1387,-618,-505,998.73,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281030,-43,-4,1054,-420,-2940,-53410,1363,-652,-508,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281050,-38,3,1096,70,-3570,-44730,1360,-663,-508,998.69,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281070,26,-16,1025,560,-3920,-45710,1360,-691,-514,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281090,41,-82,968,-140,-2730,-61110,1332,-705,-519,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281110,-2,-146,1065,-910,-2520,-71400,1317,-744,-522,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281130,-37,45,1104,70,-3640,-57470,1297,-775,-517,998.65,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281150,-61,109,999,140,-3220,-34510,1281,-792,-513,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281160,-46,-53,1066,420,-3780,-32340,1282,-807,-516,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281180,14,-138,1032,-700,-3010,-47670,1266,-817,-525,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281200,21,-70,992,0,-2730,-57540,1243,-850,-523,998.74,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281220,-32,-9,1076,140,-2870,-54950,1227,-861,-525,998.71,20.7,71.2,,,,,,,,        ,        ,        ,1,
45281240,-9,5,1076,-70,-3500,-50680,1210,-876,-532,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281260,-24,-65,1024,0,-3640,-54880,1185,-904,-531,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281280,-37,26,1060,280,-2940,-48440,1164,-928,-537,998.74,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281300,-4,11,1034,-140,-3290,-50120,1158,-943,-531,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281320,2,-63,1013,280,-3220,-42070,1135,-955,-537,998.70,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281330,7,-65,1059,-210,-3360,-49350,1122,-976,-537,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281350,0,-101,1045,-490,-3010,-57050,1092,-1000,-535,998.71,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281370,-4,-6,1025,-490,-3430,-58520,1072,-1020,-529,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281390,11,-51,1048,-140,-3220,-59990,1059,-1027,-550,998.68,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281410,19,-69,1077,-280,-2450,-71260,1023,-1047,-547,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
45281430,0,-13,1050,-420,-3150,-76790,985,-1075,-544,998.67,20.7,71.3,,,,,,,,        ,        ,        ,1,
